sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-7.75;-10.83;1.73;-0.51;-9.72;1.18;-5.01;-1.97;-0.69;-0.49;1.09;-0.1;0.7;-22.0;44.0;11.0;29.0;80.0;26.0;0.0;34.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16717;2022-09-27 11:16:29:365
-7.75;-10.83;1.73;-0.51;-9.72;1.18;-5.01;-1.97;-0.69;-0.49;1.09;-0.1;0.7;-22.0;44.0;11.0;29.0;80.0;26.0;0.0;34.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16765;2022-09-27 11:16:29:413
-7.75;-10.83;1.73;-0.51;-9.72;1.18;-5.01;-1.97;-0.69;-0.49;1.09;-0.1;0.7;-22.0;44.0;11.0;29.0;80.0;26.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16813;2022-09-27 11:16:29:461
-1.82;-11.43;5.63;-1.85;-9.59;-0.86;-0.52;-1.41;2.44;-1.79;1.95;1.34;0.7;-22.0;44.0;11.0;29.0;80.0;26.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16861;2022-09-27 11:16:29:509
-1.82;-11.43;5.63;-1.85;-9.59;-0.86;-0.52;-1.41;2.44;-1.79;1.95;1.34;0.7;-15.0;46.0;14.0;312.0;78.0;115.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16908;2022-09-27 11:16:29:556
-1.82;-11.43;5.63;-1.85;-9.59;-0.86;-0.52;-1.41;2.44;-1.79;1.95;1.34;0.7;-15.0;46.0;14.0;312.0;78.0;115.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;16958;2022-09-27 11:16:29:606
-4.45;-9.36;2.05;-1.85;-9.59;-0.86;-0.52;-1.41;2.44;0.62;2.19;1.39;0.7;-15.0;46.0;14.0;312.0;78.0;115.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17005;2022-09-27 11:16:29:653
-4.45;-9.36;2.05;-3.71;-8.97;-1.36;-1.64;-0.79;2.11;0.62;2.19;1.39;0.7;-15.0;46.0;14.0;312.0;78.0;115.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17053;2022-09-27 11:16:29:701
-0.13;-7.44;2.24;-3.71;-8.97;-1.36;-1.64;-0.79;2.11;0.62;2.19;1.39;0.7;-4.0;50.0;4.0;347.0;66.0;110.0;0.0;35.2;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17101;2022-09-27 11:16:29:749
-0.13;-7.44;2.24;-3.71;-8.97;-1.36;-1.64;-0.79;2.11;1.13;1.19;0.49;0.7;-4.0;50.0;4.0;347.0;66.0;110.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17149;2022-09-27 11:16:29:797
-2.81;-9.05;-2.79;-4.23;-8.69;-1.65;6.72;1.87;2.77;1.13;1.19;0.49;0.7;-4.0;50.0;4.0;347.0;66.0;110.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17197;2022-09-27 11:16:29:845
-2.81;-9.05;-2.79;-4.23;-8.69;-1.65;6.72;1.87;2.77;1.13;1.19;0.49;0.8;-4.0;50.0;4.0;347.0;66.0;110.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17246;2022-09-27 11:16:29:894
-2.81;-9.05;-2.79;-4.23;-8.69;-1.65;6.72;1.87;2.77;1.0;0.2;-0.47;0.8;-4.0;50.0;4.0;347.0;66.0;110.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17293;2022-09-27 11:16:29:941
-10.64;-9.7;-2.5;-3.9;-8.97;-0.78;-0.02;-0.38;-0.23;1.0;0.2;-0.47;0.8;-5.0;49.0;-5.0;6.0;62.0;111.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17341;2022-09-27 11:16:29:989
-10.64;-9.7;-2.5;-3.9;-8.97;-0.78;-0.02;-0.38;-0.23;1.0;0.85;-0.41;0.8;-5.0;49.0;-5.0;6.0;62.0;111.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17388;2022-09-27 11:16:30:036
-10.64;-9.7;-2.5;-3.9;-8.97;-0.78;-0.02;-0.38;-0.23;0.16;0.85;-0.41;0.8;-5.0;49.0;-5.0;6.0;62.0;111.0;0.0;33.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17437;2022-09-27 11:16:30:085
2.58;-5.54;-0.17;-3.51;-9.16;-0.04;1.38;-5.4;-1.32;0.16;0.85;-0.41;0.8;-5.0;49.0;-5.0;6.0;62.0;111.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17485;2022-09-27 11:16:30:133
2.58;-5.54;-0.17;-3.51;-9.16;-0.04;1.38;-5.4;-1.32;0.14;1.46;-0.88;0.8;-8.0;49.0;-7.0;15.0;69.0;91.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17532;2022-09-27 11:16:30:180
2.58;-5.54;-0.17;-3.51;-9.16;-0.04;1.38;-5.4;-1.32;0.14;1.46;-0.88;0.8;-8.0;49.0;-7.0;15.0;69.0;91.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17580;2022-09-27 11:16:30:228
-4.23;-9.15;3.43;-2.42;-9.5;0.33;1.88;-1.58;0.36;0.14;1.46;-0.88;0.8;-8.0;49.0;-7.0;15.0;69.0;91.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17629;2022-09-27 11:16:30:277
-4.23;-9.15;3.43;-2.42;-9.5;0.33;1.88;-1.58;0.36;0.03;-1.17;0.24;0.8;-8.0;49.0;-7.0;15.0;69.0;91.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17677;2022-09-27 11:16:30:325
0.45;-10.04;2.72;-1.99;-9.47;1.57;-0.71;0.99;-3.19;0.03;-1.17;0.24;0.8;-14.0;47.0;-10.0;26.0;76.0;82.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17725;2022-09-27 11:16:30:373
0.45;-10.04;2.72;-1.99;-9.47;1.57;-0.71;0.99;-3.19;0.03;-1.17;0.24;0.8;-14.0;47.0;-10.0;26.0;76.0;82.0;0.0;38.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17774;2022-09-27 11:16:30:422
0.45;-10.04;2.72;-1.99;-9.47;1.57;-0.71;0.99;-3.19;0.03;-1.17;0.24;0.8;-14.0;47.0;-10.0;26.0;76.0;82.0;0.0;27.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17821;2022-09-27 11:16:30:469
-3.98;-8.95;0.94;-1.19;-9.5;2.11;-0.15;0.03;-1.41;0.17;-0.99;-0.68;0.8;-14.0;47.0;-10.0;26.0;76.0;82.0;0.0;27.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17869;2022-09-27 11:16:30:517
-3.98;-8.95;0.94;-1.19;-9.5;2.11;-0.15;0.03;-1.41;0.17;-0.99;-0.68;0.7;-18.0;45.0;-11.0;64.0;76.0;29.0;0.0;27.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17916;2022-09-27 11:16:30:564
-3.98;-8.95;0.94;-1.19;-9.5;2.11;-0.15;0.03;-1.41;0.17;-0.99;-0.68;0.7;-18.0;45.0;-11.0;64.0;76.0;29.0;0.0;27.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;17965;2022-09-27 11:16:30:613
-6.01;-12.2;-14.79;-1.02;-9.51;2.17;-5.74;-0.47;-0.13;0.08;-1.01;0.88;0.7;-18.0;45.0;-11.0;64.0;76.0;29.0;0.0;27.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18013;2022-09-27 11:16:30:661
-6.01;-12.2;-14.79;-1.02;-9.51;2.17;-5.74;-0.47;-0.13;0.08;-1.01;0.88;0.7;-18.0;45.0;-11.0;64.0;76.0;29.0;0.0;27.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18060;2022-09-27 11:16:30:708
-6.01;-12.2;-14.79;-1.02;-9.51;2.17;-5.74;-0.47;-0.13;0.08;-1.01;0.88;0.7;-9.0;50.0;-1.0;30.0;76.0;25.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18109;2022-09-27 11:16:30:757
3.36;-14.62;1.05;-3.58;-9.13;-0.04;5.22;-4.38;3.08;-1.8;-2.63;1.84;0.7;-9.0;50.0;-1.0;30.0;76.0;25.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18158;2022-09-27 11:16:30:806
3.36;-14.62;1.05;-3.58;-9.13;-0.04;5.22;-4.38;3.08;-1.8;-2.63;1.84;0.7;-9.0;50.0;-1.0;30.0;76.0;25.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18205;2022-09-27 11:16:30:853
0.84;-6.39;-0.17;-3.58;-9.13;-0.04;5.22;-4.38;3.08;-1.8;-2.63;1.84;0.7;-9.0;50.0;-1.0;30.0;76.0;25.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18253;2022-09-27 11:16:30:901
0.84;-6.39;-0.17;-4.8;-8.49;-1.06;2.71;0.98;1.41;-1.8;-2.63;1.84;0.7;0.0;49.0;13.0;330.0;60.0;102.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18301;2022-09-27 11:16:30:949
2.24;-4.4;1.31;-4.8;-8.49;-1.06;2.71;0.98;1.41;-0.3;0.09;-0.57;0.7;0.0;49.0;13.0;330.0;60.0;102.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18348;2022-09-27 11:16:30:996
2.24;-4.4;1.31;-4.8;-8.49;-1.06;2.71;0.98;1.41;-0.3;0.09;-0.57;0.7;0.0;49.0;13.0;330.0;60.0;102.0;0.0;38.7;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18397;2022-09-27 11:16:31:045
2.24;-4.4;1.31;-4.8;-8.49;-1.06;2.71;0.98;1.41;-0.3;0.09;-0.57;0.7;0.0;49.0;13.0;330.0;60.0;102.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18445;2022-09-27 11:16:31:093
-6.95;-10.33;-6.07;-4.01;-8.88;-1.13;4.61;2.74;1.99;-0.5;-2.12;-0.29;0.7;0.0;49.0;13.0;330.0;60.0;102.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18493;2022-09-27 11:16:31:141
-6.95;-10.33;-6.07;-4.01;-8.88;-1.13;4.61;2.74;1.99;-0.5;-2.12;-0.29;0.7;-4.0;49.0;14.0;325.0;65.0;106.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18541;2022-09-27 11:16:31:189
-0.33;-6.4;0.86;-3.59;-9.12;-0.43;0.76;0.25;-0.9;0.56;-1.64;-0.54;0.7;-4.0;49.0;14.0;325.0;65.0;106.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18589;2022-09-27 11:16:31:237
-0.33;-6.4;0.86;-3.59;-9.12;-0.43;0.76;0.25;-0.9;0.56;-1.64;-0.54;0.7;-4.0;49.0;14.0;325.0;65.0;106.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18637;2022-09-27 11:16:31:285
-0.33;-6.4;0.86;-3.59;-9.12;-0.43;0.76;0.25;-0.9;0.56;-1.64;-0.54;0.7;-4.0;49.0;14.0;325.0;65.0;106.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18684;2022-09-27 11:16:31:332
-1.32;-10.46;4.89;-2.79;-9.34;1.07;3.41;3.84;0.03;0.14;-1.28;-0.05;0.7;-4.0;49.0;9.0;336.0;68.0;97.0;0.0;38.0;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18733;2022-09-27 11:16:31:381
-1.32;-10.46;4.89;-2.79;-9.34;1.07;3.41;3.84;0.03;0.14;-1.28;-0.05;0.7;-4.0;49.0;9.0;336.0;68.0;97.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18780;2022-09-27 11:16:31:428
-1.32;-10.46;4.89;-2.79;-9.34;1.07;3.41;3.84;0.03;0.14;-1.28;-0.05;0.7;-4.0;49.0;9.0;336.0;68.0;97.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18829;2022-09-27 11:16:31:477
-3.02;-9.69;1.95;-2.33;-9.34;1.86;-0.53;0.94;0.19;0.03;-2.2;-0.09;0.7;-4.0;49.0;9.0;336.0;68.0;97.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18877;2022-09-27 11:16:31:525
-3.02;-9.69;1.95;-2.33;-9.34;1.86;-0.53;0.94;0.19;0.03;-2.2;-0.09;0.7;0.0;50.0;10.0;340.0;72.0;51.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18925;2022-09-27 11:16:31:573
-3.02;-9.69;1.95;-2.33;-9.34;1.86;-0.53;0.94;0.19;0.03;-2.2;-0.09;0.7;0.0;50.0;10.0;340.0;72.0;51.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;18973;2022-09-27 11:16:31:621
-3.55;-8.77;1.91;-1.58;-9.37;2.43;-1.49;0.52;-1.72;-0.37;-1.02;-0.09;0.7;0.0;50.0;10.0;340.0;72.0;51.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19021;2022-09-27 11:16:31:669
-3.55;-8.77;1.91;-1.58;-9.37;2.43;-1.49;0.52;-1.72;-0.37;-1.02;-0.09;0.7;0.0;50.0;10.0;340.0;72.0;51.0;0.0;35.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19068;2022-09-27 11:16:31:716
-5.48;-9.89;0.13;-1.14;-9.48;2.22;-2.24;-0.82;-0.58;-0.37;-1.02;-0.09;0.7;0.0;49.0;13.0;344.0;73.0;33.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19117;2022-09-27 11:16:31:765
-5.48;-9.89;0.13;-1.14;-9.48;2.22;-2.24;-0.82;-0.58;-1.19;-1.21;1.05;0.7;0.0;49.0;13.0;344.0;73.0;33.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19165;2022-09-27 11:16:31:813
-5.48;-9.89;0.13;-1.14;-9.48;2.22;-2.24;-0.82;-0.58;-1.19;-1.21;1.05;0.7;0.0;49.0;13.0;344.0;73.0;33.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19213;2022-09-27 11:16:31:861
0.59;-12.09;2.57;-1.14;-9.48;2.22;-2.24;-0.82;-0.58;-1.19;-1.21;1.05;0.7;0.0;49.0;13.0;344.0;73.0;33.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19261;2022-09-27 11:16:31:909
0.59;-12.09;2.57;-2.42;-9.49;0.49;1.77;-2.11;-3.85;-1.19;-1.21;1.05;0.7;21.0;39.0;24.0;259.0;75.0;79.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19309;2022-09-27 11:16:31:957
-4.71;-11.59;1.42;-2.42;-9.49;0.49;1.77;-2.11;-3.85;-1.51;-2.19;1.69;0.7;21.0;39.0;24.0;259.0;75.0;79.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19356;2022-09-27 11:16:32:004
-4.71;-11.59;1.42;-4.52;-8.69;-0.52;-1.1;-1.42;1.39;-1.51;-2.19;1.69;0.7;21.0;39.0;24.0;259.0;75.0;79.0;0.0;39.5;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19405;2022-09-27 11:16:32:053
1.19;-4.37;0.73;-4.52;-8.69;-0.52;-1.1;-1.42;1.39;-0.22;1.72;0.39;0.7;21.0;39.0;24.0;259.0;75.0;79.0;0.0;39.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19452;2022-09-27 11:16:32:100
1.19;-4.37;0.73;-4.52;-8.69;-0.52;-1.1;-1.42;1.39;-0.22;1.72;0.39;0.7;23.0;35.0;29.0;255.0;62.0;97.0;0.0;39.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19501;2022-09-27 11:16:32:149
1.19;-4.37;0.73;-4.76;-8.45;-1.46;6.48;4.17;2.05;-0.22;1.72;0.39;0.7;23.0;35.0;29.0;255.0;62.0;97.0;0.0;39.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19549;2022-09-27 11:16:32:197
-16.42;-15.08;-6.55;-4.76;-8.45;-1.46;6.48;4.17;2.05;0.33;-0.09;-1.12;0.7;23.0;35.0;29.0;255.0;62.0;97.0;0.0;39.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19596;2022-09-27 11:16:32:244
-16.42;-15.08;-6.55;-4.76;-8.45;-1.46;6.48;4.17;2.05;0.33;-0.09;-1.12;0.7;23.0;35.0;29.0;255.0;62.0;97.0;0.0;39.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19645;2022-09-27 11:16:32:293
-16.42;-15.08;-6.55;-3.83;-8.95;-1.21;-9.67;-3.97;-3.43;0.33;-0.09;-1.12;0.7;23.0;35.0;29.0;255.0;62.0;97.0;0.0;39.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19693;2022-09-27 11:16:32:341
0.15;-13.67;-0.52;-3.83;-8.95;-1.21;-9.67;-3.97;-3.43;0.35;-0.21;-0.33;0.7;18.0;40.0;27.0;252.0;66.0;107.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19741;2022-09-27 11:16:32:389
0.15;-13.67;-0.52;-3.83;-8.95;-1.21;-9.67;-3.97;-3.43;0.35;-0.21;-0.33;0.7;18.0;40.0;27.0;252.0;66.0;107.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19789;2022-09-27 11:16:32:437
0.15;-13.67;-0.52;-3.83;-8.95;-1.21;-9.67;-3.97;-3.43;0.35;-0.21;-0.33;0.7;18.0;40.0;27.0;252.0;66.0;107.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19837;2022-09-27 11:16:32:485
-0.99;-9.6;2.97;-3.23;-9.24;-0.6;2.32;-1.51;0.07;-0.22;0.6;-0.93;0.7;18.0;40.0;27.0;252.0;66.0;107.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19885;2022-09-27 11:16:32:533
-0.99;-9.6;2.97;-3.23;-9.24;-0.6;2.32;-1.51;0.07;-0.22;0.6;-0.93;0.7;12.0;43.0;25.0;267.0;70.0;101.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19933;2022-09-27 11:16:32:581
-2.25;-8.75;-2.55;-2.14;-9.57;-0.29;-0.87;-0.48;4.41;0.09;-0.28;-0.09;0.8;12.0;43.0;25.0;267.0;70.0;101.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;19981;2022-09-27 11:16:32:629
-2.25;-8.75;-2.55;-2.14;-9.57;-0.29;-0.87;-0.48;4.41;0.09;-0.28;-0.09;0.8;12.0;43.0;25.0;267.0;70.0;101.0;0.0;43.1;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20029;2022-09-27 11:16:32:677
-1.18;-9.09;2.34;-2.14;-9.57;-0.29;-0.87;-0.48;4.41;0.09;-0.28;-0.09;0.8;12.0;43.0;25.0;267.0;70.0;101.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20077;2022-09-27 11:16:32:725
-1.18;-9.09;2.34;-1.8;-9.63;0.43;0.57;0.0;1.1;0.72;-0.02;-0.65;0.8;9.0;47.0;22.0;267.0;77.0;98.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20124;2022-09-27 11:16:32:772
-1.18;-9.09;2.34;-1.8;-9.63;0.43;0.57;0.0;1.1;0.72;-0.02;-0.65;0.8;9.0;47.0;22.0;267.0;77.0;98.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20173;2022-09-27 11:16:32:821
-2.86;-8.82;-0.33;-1.8;-9.63;0.43;0.57;0.0;1.1;0.72;-0.02;-0.65;0.8;9.0;47.0;22.0;267.0;77.0;98.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20220;2022-09-27 11:16:32:868
-2.86;-8.82;-0.33;-1.01;-9.69;1.12;-1.5;0.74;-1.9;0.01;0.83;-0.31;0.8;9.0;47.0;22.0;267.0;77.0;98.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20269;2022-09-27 11:16:32:917
-2.86;-8.82;-0.33;-1.01;-9.69;1.12;-1.5;0.74;-1.9;0.01;0.83;-0.31;0.8;2.0;48.0;19.0;325.0;81.0;42.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20317;2022-09-27 11:16:32:965
-7.68;-12.24;1.57;-0.86;-9.72;0.94;-2.41;0.24;0.9;0.01;0.83;-0.31;0.8;2.0;48.0;19.0;325.0;81.0;42.0;0.0;36.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20365;2022-09-27 11:16:33:013
-7.68;-12.24;1.57;-0.86;-9.72;0.94;-2.41;0.24;0.9;-2.41;2.0;1.29;0.8;2.0;48.0;19.0;325.0;81.0;42.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20412;2022-09-27 11:16:33:060
-2.67;-9.72;4.53;-1.68;-9.65;-0.35;-2.71;-0.39;-3.24;-2.41;2.0;1.29;0.8;2.0;48.0;19.0;325.0;81.0;42.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20461;2022-09-27 11:16:33:109
-2.67;-9.72;4.53;-1.68;-9.65;-0.35;-2.71;-0.39;-3.24;-2.41;2.0;1.29;0.8;1.0;42.0;30.0;271.0;80.0;102.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20508;2022-09-27 11:16:33:156
-2.67;-9.72;4.53;-1.68;-9.65;-0.35;-2.71;-0.39;-3.24;1.16;1.16;1.26;0.8;1.0;42.0;30.0;271.0;80.0;102.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20557;2022-09-27 11:16:33:205
-7.16;-7.76;2.44;-3.41;-8.94;-2.15;-1.56;-2.84;9.42;1.16;1.16;1.26;0.8;1.0;42.0;30.0;271.0;80.0;102.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20605;2022-09-27 11:16:33:253
-7.16;-7.76;2.44;-3.41;-8.94;-2.15;-1.56;-2.84;9.42;1.89;3.7;1.28;0.8;1.0;42.0;30.0;271.0;80.0;102.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20652;2022-09-27 11:16:33:300
-7.16;-7.76;2.44;-3.41;-8.94;-2.15;-1.56;-2.84;9.42;1.89;3.7;1.28;0.8;-1.0;48.0;21.0;299.0;66.0;122.0;0.0;32.6;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20701;2022-09-27 11:16:33:349
3.82;-8.97;1.82;-4.03;-8.8;-1.59;4.73;-1.74;6.03;1.89;3.7;1.28;0.8;-1.0;48.0;21.0;299.0;66.0;122.0;0.0;35.9;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20749;2022-09-27 11:16:33:397
3.82;-8.97;1.82;-4.03;-8.8;-1.59;4.73;-1.74;6.03;1.56;2.58;0.2;0.8;-1.0;48.0;21.0;299.0;66.0;122.0;0.0;35.9;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20796;2022-09-27 11:16:33:444
3.82;-8.97;1.82;-4.03;-8.8;-1.59;4.73;-1.74;6.03;1.56;2.58;0.2;0.8;-1.0;48.0;21.0;299.0;66.0;122.0;0.0;35.9;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20845;2022-09-27 11:16:33:493
-3.16;-8.74;3.59;-3.76;-8.98;-1.2;0.16;-0.13;1.81;1.56;2.58;0.2;0.8;-1.0;48.0;21.0;299.0;66.0;122.0;0.0;35.9;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20893;2022-09-27 11:16:33:541
-0.2;-9.22;0.22;-3.76;-8.98;-1.2;0.16;-0.13;1.81;1.27;2.56;0.01;0.8;-6.0;50.0;6.0;342.0;66.0;108.0;0.0;35.9;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20940;2022-09-27 11:16:33:588
-0.2;-9.22;0.22;-3.76;-8.98;-1.2;0.16;-0.13;1.81;1.27;2.56;0.01;0.7;-6.0;50.0;6.0;342.0;66.0;108.0;0.0;35.9;47.479;8.211;403.0;NaN;;24.331;;0 / 4;20989;2022-09-27 11:16:33:637
-0.2;-9.22;0.22;-3.39;-9.17;-0.8;0.92;-0.27;0.58;1.27;2.56;0.01;0.7;-6.0;50.0;6.0;342.0;66.0;108.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21037;2022-09-27 11:16:33:685
0.08;-10.47;-1.47;-3.39;-9.17;-0.8;0.92;-0.27;0.58;0.6;1.2;-0.8;0.7;-6.0;50.0;6.0;342.0;66.0;108.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21086;2022-09-27 11:16:33:734
0.08;-10.47;-1.47;-2.2;-9.54;-0.48;-0.42;0.31;-1.13;0.6;1.2;-0.8;0.7;-13.0;50.0;-3.0;360.0;69.0;103.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21133;2022-09-27 11:16:33:781
0.08;-10.47;-1.47;-2.2;-9.54;-0.48;-0.42;0.31;-1.13;0.6;1.2;-0.8;0.7;-13.0;50.0;-3.0;360.0;69.0;103.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21181;2022-09-27 11:16:33:829
-5.07;-10.49;2.11;-1.76;-9.63;-0.57;-2.82;1.07;0.71;0.56;2.9;-0.4;0.7;-13.0;50.0;-3.0;360.0;69.0;103.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21229;2022-09-27 11:16:33:877
-5.07;-10.49;2.11;-1.76;-9.63;-0.57;-2.82;1.07;0.71;0.56;2.9;-0.4;0.7;-13.0;50.0;-3.0;360.0;69.0;103.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21276;2022-09-27 11:16:33:924
0.57;-10.52;5.21;-1.55;-9.68;-0.26;-2.82;1.07;0.71;1.34;1.94;-0.21;0.7;-11.0;47.0;-14.0;23.0;79.0;108.0;0.0;32.8;47.479;8.211;403.0;NaN;;24.331;;0 / 4;21325;2022-09-27 11:16:33:973
